AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,Marker,MarkerH
 4064.6152343750000000000000000, 4041.0256347656250000000000000, 3952.3076171875000000000000000, 4108.7177734375000000000000000, 4040.0000000000000000000000000, 4086.1538085937500000000000000, 3947.1794433593750000000000000, 3863.5895996093750000000000000, 3791.2819824218750000000000000, 4080.0000000000000000000000000, 3971.7946777343750000000000000, 3741.5383300781250000000000000, 4018.4614257812500000000000000, 3914.8715820312500000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 20.0000000000000000000000000, 4.0000000000000000000000000
 4068.2050781250000000000000000, 4037.9487304687500000000000000, 3947.6921386718750000000000000, 4108.2050781250000000000000000, 4035.3845214843750000000000000, 4085.1281738281250000000000000, 3940.5126953125000000000000000, 3856.9230957031250000000000000, 3783.5895996093750000000000000, 4071.2819824218750000000000000, 3966.6665039062500000000000000, 3730.7690429687500000000000000, 4014.3588867187500000000000000, 3903.5895996093750000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4076.4101562500000000000000000, 4042.5639648437500000000000000, 3953.8459472656250000000000000, 4112.8203125000000000000000000, 4036.9230957031250000000000000, 4091.2819824218750000000000000, 3944.1025390625000000000000000, 3862.5639648437500000000000000, 3789.7434082031250000000000000, 4066.6665039062500000000000000, 3961.5383300781250000000000000, 3735.8974609375000000000000000, 4021.0256347656250000000000000, 3909.7434082031250000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4080.0000000000000000000000000, 4049.2307128906250000000000000, 3969.2307128906250000000000000, 4109.7436523437500000000000000, 4044.1025390625000000000000000, 4095.8972167968750000000000000, 3961.5383300781250000000000000, 3883.0769042968750000000000000, 3817.4357910156250000000000000, 4083.5895996093750000000000000, 3966.6665039062500000000000000, 3773.3332519531250000000000000, 4031.7946777343750000000000000, 3927.1794433593750000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4074.8715820312500000000000000, 4046.1538085937500000000000000, 3969.7434082031250000000000000, 4106.1538085937500000000000000, 4044.6152343750000000000000000, 4089.7434082031250000000000000, 3962.5639648437500000000000000, 3884.6152343750000000000000000, 3818.9743652343750000000000000, 4094.3588867187500000000000000, 3969.7434082031250000000000000, 3774.3588867187500000000000000, 4034.3588867187500000000000000, 3922.5639648437500000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4078.4614257812500000000000000, 4044.1025390625000000000000000, 3962.5639648437500000000000000, 4108.2050781250000000000000000, 4040.5126953125000000000000000, 4084.6152343750000000000000000, 3949.7434082031250000000000000, 3872.3076171875000000000000000, 3803.5895996093750000000000000, 4088.2050781250000000000000000, 3967.6921386718750000000000000, 3754.3588867187500000000000000, 4036.4101562500000000000000000, 3917.9487304687500000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4081.5383300781250000000000000, 4045.1281738281250000000000000, 3966.1538085937500000000000000, 4106.6665039062500000000000000, 4037.4357910156250000000000000, 4087.6921386718750000000000000, 3953.3332519531250000000000000, 3875.8974609375000000000000000, 3810.2563476562500000000000000, 4087.6921386718750000000000000, 3966.1538085937500000000000000, 3765.1281738281250000000000000, 4038.9743652343750000000000000, 3916.9230957031250000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4072.8203125000000000000000000, 4043.0769042968750000000000000, 3965.6408691406250000000000000, 4105.6411132812500000000000000, 4039.4870605468750000000000000, 4086.6665039062500000000000000, 3953.3332519531250000000000000, 3872.8203125000000000000000000, 3807.1794433593750000000000000, 4089.2307128906250000000000000, 3962.0512695312500000000000000, 3757.4357910156250000000000000, 4035.8972167968750000000000000, 3907.6921386718750000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4068.7177734375000000000000000, 4040.5126953125000000000000000, 3964.1025390625000000000000000, 4106.6665039062500000000000000, 4042.0512695312500000000000000, 4084.1025390625000000000000000, 3949.7434082031250000000000000, 3869.7434082031250000000000000, 3801.5383300781250000000000000, 4083.5895996093750000000000000, 3958.4614257812500000000000000, 3747.1794433593750000000000000, 4033.3332519531250000000000000, 3914.8715820312500000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
 4071.7946777343750000000000000, 4038.9743652343750000000000000, 3962.0512695312500000000000000, 4104.6152343750000000000000000, 4036.9230957031250000000000000, 4088.2050781250000000000000000, 3949.2307128906250000000000000, 3868.7177734375000000000000000, 3800.0000000000000000000000000, 4083.0769042968750000000000000, 3958.9743652343750000000000000, 3750.2563476562500000000000000, 4033.3332519531250000000000000, 3916.9230957031250000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 4.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
